TimeStamp,Power,Temperature,Prectotland,Rhoa,Irradiance (G),Irradiance (A),Cloud
2014-12-15 00:00:00,0.0,10.978,0.046,1.203,0.0,0.0,0.034
2014-12-15 01:00:00,0.0,10.995,0.048,1.205,0.0,0.0,0.044
2014-12-15 02:00:00,0.0,10.694,0.029,1.207,0.0,0.0,0.063
2014-12-15 03:00:00,0.0,9.981,0.014,1.21,0.0,0.0,0.135
2014-12-15 04:00:00,0.0,9.573,0.0,1.212,0.0,0.0,0.162
2014-12-15 05:00:00,0.0,9.2,0.0,1.215,0.0,0.0,0.142
2014-12-15 06:00:00,0.0,9.074,0.0,1.218,0.0,0.0,0.074
2014-12-15 07:00:00,9.864316964700002,9.199,0.0,1.22,41.091,118.167,0.017
2014-12-15 08:00:00,53.7694168176,10.7,0.0,1.221,184.643,367.187,0.008
2014-12-15 09:00:00,177.3425796219,12.641,0.0,1.216,339.58,572.121,0.007
2014-12-15 10:00:00,266.0499359694,17.207,0.0,1.199,458.992,718.29,0.006
2014-12-15 11:00:00,306.9124566156,19.166,0.0,1.192,540.339,795.766,0.007
2014-12-15 12:00:00,325.0000560807,19.888,0.0,1.189,542.638,799.082,0.007
2014-12-15 13:00:00,300.64839053040004,20.086,0.0,1.187,481.748,728.187,0.007
2014-12-15 14:00:00,244.02509065440003,19.872,0.0,1.186,353.036,588.002,0.006
2014-12-15 15:00:00,151.0627892598,19.205,0.0,1.185,201.816,387.78,0.005
2014-12-15 16:00:00,54.3378487905,16.468,0.0,1.186,53.52,141.468,0.005
2014-12-15 17:00:00,2.8479759957000006,14.543,0.0,1.188,0.029,0.174,0.005
2014-12-15 18:00:00,0.0,13.405,0.0,1.19,0.0,0.0,0.008
2014-12-15 19:00:00,0.0,12.258,0.0,1.193,0.0,0.0,0.014
2014-12-15 20:00:00,0.0,11.163,0.0,1.196,0.0,0.0,0.021
2014-12-15 21:00:00,0.0,10.207,0.0,1.199,0.0,0.0,0.025
2014-12-15 22:00:00,0.0,9.453,0.0,1.202,0.0,0.0,0.025
2014-12-15 23:00:00,0.0,8.82,0.0,1.206,0.0,0.0,0.022
2014-12-16 00:00:00,0.0,8.229,0.0,1.21,0.0,0.0,0.014
2014-12-16 01:00:00,0.0,7.636,0.0,1.214,0.0,0.0,0.005
2014-12-16 02:00:00,0.0,6.982,0.0,1.217,0.0,0.0,0.0
2014-12-16 03:00:00,0.0,6.283,0.0,1.22,0.0,0.0,0.0
2014-12-16 04:00:00,0.0,5.701,0.0,1.223,0.0,0.0,0.0
2014-12-16 05:00:00,0.0,5.369,0.0,1.226,0.0,0.0,0.0
2014-12-16 06:00:00,0.0,5.357,0.0,1.229,0.0,0.0,0.0
2014-12-16 07:00:00,7.7350803156,6.013,0.0,1.231,46.538,117.448,0.0
2014-12-16 08:00:00,40.0493551986,8.848,0.0,1.232,202.477,366.422,0.0
2014-12-16 09:00:00,89.05153686660002,11.192,0.0,1.227,365.284,571.371,0.0
2014-12-16 10:00:00,203.172885234,15.216,0.0,1.211,491.248,717.507,0.0
2014-12-16 11:00:00,285.6744221859,18.126,0.0,1.198,468.727,794.766,0.0
2014-12-16 12:00:00,290.2709697624,19.029,0.0,1.194,480.491,798.308,0.0
2014-12-16 13:00:00,275.2961241195,19.45,0.0,1.191,433.155,727.407,0.0
2014-12-16 14:00:00,232.9875513009,19.28,0.0,1.189,325.996,587.053,0.0
2014-12-16 15:00:00,151.72838311950002,17.708,0.0,1.189,186.241,387.019,0.0
2014-12-16 16:00:00,56.098091511,14.258,0.0,1.191,48.999,140.723,0.0
2014-12-16 17:00:00,2.8341074718000008,12.358,0.0,1.194,0.025,0.154,0.0
2014-12-16 18:00:00,0.0,11.554,0.0,1.198,0.0,0.0,0.0
2014-12-16 19:00:00,0.0,11.073,0.0,1.202,0.0,0.0,0.0
2014-12-16 20:00:00,0.0,10.672,0.0,1.205,0.0,0.0,0.0
2014-12-16 21:00:00,0.0,10.117,0.0,1.208,0.0,0.0,0.0
2014-12-16 22:00:00,0.0,9.485,0.0,1.211,0.0,0.0,0.0
2014-12-16 23:00:00,0.0,8.583,0.0,1.214,0.0,0.0,0.0
2014-12-17 00:00:00,0.0,7.687,0.0,1.217,0.0,0.0,0.0
2014-12-17 01:00:00,0.0,6.928,0.0,1.219,0.0,0.0,0.0
2014-12-17 02:00:00,0.0,6.21,0.0,1.222,0.0,0.0,0.0
2014-12-17 03:00:00,0.0,5.596,0.0,1.225,0.0,0.0,0.0
2014-12-17 04:00:00,0.0,4.95,0.0,1.228,0.0,0.0,0.0
2014-12-17 05:00:00,0.0,4.333,0.0,1.23,0.0,0.0,0.0
2014-12-17 06:00:00,0.0,3.874,0.0,1.233,0.0,0.0,0.0
2014-12-17 07:00:00,9.5682907188,4.279,0.0,1.236,45.89,116.826,0.0
2014-12-17 08:00:00,64.24496029710001,7.693,0.0,1.237,201.831,365.687,0.0
2014-12-17 09:00:00,165.8837865366,10.14,0.0,1.232,364.455,570.621,0.0
2014-12-17 10:00:00,252.3531752478,13.79,0.0,1.218,489.47,716.757,0.0
2014-12-17 11:00:00,303.62295787560004,17.333,0.0,1.202,487.47,794.016,0.0
2014-12-17 12:00:00,343.059475275,18.505,0.0,1.196,495.671,797.558,0.0
2014-12-17 13:00:00,319.995203418,19.09,0.0,1.192,443.686,726.657,0.0
2014-12-17 14:00:00,256.5628562277,18.656,0.0,1.19,271.296,586.502,0.0
2014-12-17 15:00:00,161.39065562730002,16.638,0.0,1.189,145.151,386.393,0.0
2014-12-17 16:00:00,57.0978694143,14.681,0.0,1.19,35.76,140.098,0.0
2014-12-17 17:00:00,2.919526236,13.46,0.0,1.193,0.014,0.142,0.0
2014-12-17 18:00:00,0.0,12.636,0.0,1.197,0.0,0.0,0.0
2014-12-17 19:00:00,0.0,11.901,0.0,1.2,0.0,0.0,0.0
2014-12-17 20:00:00,0.0,11.169,0.0,1.203,0.0,0.0,0.0
2014-12-17 21:00:00,0.0,10.148,0.0,1.207,0.0,0.0,0.0
2014-12-17 22:00:00,0.0,8.906,0.0,1.21,0.0,0.0,0.0
2014-12-17 23:00:00,0.0,7.559,0.0,1.214,0.0,0.0,0.009
2014-12-18 00:00:00,0.0,6.487,0.0,1.217,0.0,0.0,0.299
2014-12-18 01:00:00,0.0,5.753,0.0,1.22,0.0,0.0,0.346
2014-12-18 02:00:00,0.0,5.391,0.0,1.223,0.0,0.0,0.508
2014-12-18 03:00:00,0.0,5.462,0.0,1.226,0.0,0.0,0.778
2014-12-18 04:00:00,0.0,5.768,0.0,1.228,0.0,0.0,0.93
2014-12-18 05:00:00,0.0,6.149,0.0,1.23,0.0,0.0,0.938
2014-12-18 06:00:00,0.0,6.388,0.0,1.232,0.0,0.0,0.939
2014-12-18 07:00:00,7.604104325400001,6.648,0.0,1.234,28.234,116.305,0.94
2014-12-18 08:00:00,39.6511398063,7.48,0.0,1.235,124.166,365.172,0.937
2014-12-18 09:00:00,66.780396342,9.133,0.0,1.234,239.888,569.895,0.937
2014-12-18 10:00:00,101.3644873197,11.17,0.0,1.226,337.137,716.04,0.933
2014-12-18 11:00:00,178.30105752690005,14.422,0.0,1.213,440.642,793.516,0.935
2014-12-18 12:00:00,291.5778784446,17.806,0.0,1.197,444.957,796.832,0.936
2014-12-18 13:00:00,265.3370067645,18.914,0.0,1.19,388.976,726.136,0.938
2014-12-18 14:00:00,225.5495073876,18.565,0.0,1.188,252.878,585.803,0.936
2014-12-18 15:00:00,122.6546868096,16.847,0.0,1.189,135.138,385.878,0.934
2014-12-18 16:00:00,25.9970938029,14.801,0.0,1.192,36.246,139.598,0.93
2014-12-18 17:00:00,1.72107738,13.252,0.0,1.196,0.016,0.132,0.93
2014-12-18 18:00:00,0.0,12.605,0.0,1.2,0.0,0.0,0.93
2014-12-18 19:00:00,0.0,12.246,0.0,1.205,0.0,0.0,0.933
2014-12-18 20:00:00,0.0,11.744,0.0,1.208,0.0,0.0,0.933
2014-12-18 21:00:00,0.0,11.037,0.0,1.212,0.0,0.0,0.933
2014-12-18 22:00:00,0.0,10.328,0.0,1.214,0.0,0.0,0.933
2014-12-18 23:00:00,0.0,9.63,0.0,1.217,0.0,0.0,0.932
2014-12-19 00:00:00,0.0,8.605,0.0,1.219,0.0,0.0,0.932
2014-12-19 01:00:00,0.0,7.757,0.0,1.221,0.0,0.0,0.932
2014-12-19 02:00:00,0.0,7.208,0.0,1.223,0.0,0.0,0.932
2014-12-19 03:00:00,0.0,6.994,0.0,1.225,0.0,0.0,0.93
2014-12-19 04:00:00,0.0,6.827,0.0,1.227,0.0,0.0,0.93
2014-12-19 05:00:00,0.0,6.692,0.0,1.23,0.0,0.0,0.932
2014-12-19 06:00:00,0.0,6.849,0.0,1.232,0.0,0.0,0.926
2014-12-19 07:00:00,3.4917522849000004,7.163,0.0,1.234,27.46,115.899,0.846
2014-12-19 08:00:00,33.5326577751,7.965,0.0,1.235,118.848,364.687,0.493
2014-12-19 09:00:00,53.481880415700005,9.349,0.0,1.234,235.125,569.591,0.151
2014-12-19 10:00:00,87.2792822583,11.137,0.0,1.228,331.695,715.54,0.011
2014-12-19 11:00:00,155.1506127732,15.024,0.0,1.212,494.56,793.016,0.0
2014-12-19 12:00:00,272.5399953639,18.264,0.0,1.198,498.354,796.332,0.0
2014-12-19 13:00:00,275.2491319182,18.892,0.0,1.193,443.078,725.636,0.0
2014-12-19 14:00:00,224.65173469860005,18.306,0.0,1.192,257.38,585.502,0.0
2014-12-19 15:00:00,129.8743570377,16.013,0.0,1.192,139.861,385.394,0.0
2014-12-19 16:00:00,48.868998057,13.541,0.0,1.194,34.733,139.218,0.0
2014-12-19 17:00:00,3.4365178782000005,12.152,0.0,1.198,0.015,0.124,0.0
2014-12-19 18:00:00,0.0,11.567,0.0,1.201,0.0,0.0,0.003
2014-12-19 19:00:00,0.0,10.888,0.0,1.205,0.0,0.0,0.218
2014-12-19 20:00:00,0.0,10.042,0.0,1.208,0.0,0.0,0.458
2014-12-19 21:00:00,0.0,9.075,0.0,1.212,0.0,0.0,0.437
2014-12-19 22:00:00,0.0,8.082,0.0,1.215,0.0,0.0,0.276
2014-12-19 23:00:00,0.0,6.884,0.0,1.217,0.0,0.0,0.067
2014-12-20 00:00:00,0.0,5.657,0.0,1.221,0.0,0.0,0.003
2014-12-20 01:00:00,0.0,4.751,0.0,1.224,0.0,0.0,0.0
2014-12-20 02:00:00,0.0,4.225,0.0,1.227,0.0,0.0,0.004
2014-12-20 03:00:00,0.0,3.726,0.0,1.23,0.0,0.0,0.281
2014-12-20 04:00:00,0.0,3.423,0.0,1.231,0.0,0.0,0.814
2014-12-20 05:00:00,0.0,3.415,0.0,1.233,0.0,0.0,0.934
2014-12-20 06:00:00,0.0,3.719,0.0,1.235,0.0,0.0,0.935
2014-12-20 07:00:00,3.7178787789,4.875,0.0,1.235,33.351,115.618,0.933
2014-12-20 08:00:00,21.8185812009,7.686,0.0,1.235,130.106,364.42,0.937
2014-12-20 09:00:00,52.853906932200005,9.581,0.0,1.231,255.53,569.145,0.928
2014-12-20 10:00:00,93.8357843742,12.314,0.0,1.221,412.345,715.29,0.573
2014-12-20 11:00:00,117.2531092689,16.781,0.0,1.203,554.607,792.766,0.044
2014-12-20 12:00:00,179.81687583090002,20.045,0.0,1.189,559.576,796.082,0.336
2014-12-20 13:00:00,188.2580073363,20.78,0.0,1.183,450.275,725.386,0.908
2014-12-20 14:00:00,193.95060313860003,19.811,0.0,1.181,214.26,585.249,0.933
2014-12-20 15:00:00,102.4193768994,17.527,0.0,1.181,137.215,385.143,0.915
2014-12-20 16:00:00,50.23896092820001,14.616,0.0,1.182,41.837,138.911,0.926
2014-12-20 17:00:00,2.4944506587,11.955,0.0,1.186,0.019,0.119,0.935
2014-12-20 18:00:00,0.0,10.482,0.0,1.191,0.0,0.0,0.93
2014-12-20 19:00:00,0.0,9.524,0.0,1.195,0.0,0.0,0.869
2014-12-20 20:00:00,0.0,9.242,0.0,1.2,0.0,0.0,0.819
2014-12-20 21:00:00,0.0,8.895,0.0,1.204,0.0,0.0,0.915
2014-12-20 22:00:00,0.0,8.209,0.0,1.208,0.0,0.0,0.92
2014-12-20 23:00:00,0.0,7.897,0.0,1.211,0.0,0.0,0.906
2014-12-21 00:00:00,0.0,6.983,0.0,1.214,0.0,0.0,0.592
2014-12-21 01:00:00,0.0,5.963,0.0,1.216,0.0,0.0,0.654
2014-12-21 02:00:00,0.0,5.692,0.0,1.218,0.0,0.0,0.847
2014-12-21 03:00:00,0.0,5.763,0.0,1.22,0.0,0.0,0.939
2014-12-21 04:00:00,0.0,5.777,0.0,1.22,0.0,0.0,0.872
2014-12-21 05:00:00,0.0,5.362,0.0,1.222,0.0,0.0,0.644
2014-12-21 06:00:00,0.0,5.18,0.0,1.224,0.0,0.0,0.716
2014-12-21 07:00:00,5.488390442699999,5.975,0.0,1.225,31.739,115.43,0.924
2014-12-21 08:00:00,32.109209757900004,8.664,0.0,1.226,110.121,364.172,0.83
2014-12-21 09:00:00,57.549909502800006,10.459,0.0,1.223,237.113,569.091,0.533
2014-12-21 10:00:00,86.44986272340002,13.385,0.0,1.214,410.221,715.04,0.196
2014-12-21 11:00:00,129.01329105390002,18.029,0.0,1.195,537.853,792.516,0.02
2014-12-21 12:00:00,175.1926882365,20.08,0.0,1.186,548.33,796.058,0.067
2014-12-21 13:00:00,261.15838254,20.836,0.0,1.181,483.963,725.187,0.045
2014-12-21 14:00:00,202.86279651330003,20.743,0.0,1.179,373.416,585.002,0.058
2014-12-21 15:00:00,153.4555922229,19.638,0.0,1.179,212.263,385.003,0.307
2014-12-21 16:00:00,46.9661424012,17.34,0.0,1.18,53.818,138.78,0.363
2014-12-21 17:00:00,3.6845048493,15.338,0.0,1.183,0.02,0.115,0.044
2014-12-21 18:00:00,0.0,14.661,0.0,1.187,0.0,0.0,0.09
2014-12-21 19:00:00,0.0,13.908,0.0,1.191,0.0,0.0,0.602
2014-12-21 20:00:00,0.0,13.904,0.0,1.194,0.0,0.0,0.907
2014-12-21 21:00:00,0.0,13.671,0.0,1.197,0.0,0.0,0.946
2014-12-21 22:00:00,0.0,13.106,0.0,1.2,0.0,0.0,0.971
2014-12-21 23:00:00,0.0,12.566,0.0,1.202,0.0,0.0,0.983
2014-12-22 00:00:00,0.0,12.078,0.0,1.205,0.0,0.0,0.984
2014-12-22 01:00:00,0.0,11.538,0.0,1.207,0.0,0.0,0.978
2014-12-22 02:00:00,0.0,11.031,0.0,1.209,0.0,0.0,0.967
2014-12-22 03:00:00,0.0,10.321,0.0,1.211,0.0,0.0,0.956
2014-12-22 04:00:00,0.0,9.704,0.0,1.213,0.0,0.0,0.931
2014-12-22 05:00:00,0.0,9.406,0.0,1.215,0.0,0.0,0.946
2014-12-22 06:00:00,0.0,9.284,0.0,1.218,0.0,0.0,0.982
2014-12-22 07:00:00,3.4222261689,9.235,0.0,1.219,23.413,115.339,0.982
2014-12-22 08:00:00,22.348091878200005,9.971,0.0,1.22,88.47,364.17,0.979
2014-12-22 09:00:00,53.649630084600005,11.168,0.0,1.219,160.886,569.091,0.976
2014-12-22 10:00:00,88.7124467691,12.28,0.0,1.216,216.286,715.04,0.975
2014-12-22 11:00:00,166.84738012800003,14.137,0.0,1.208,272.125,792.516,0.972
2014-12-22 12:00:00,288.5466340944001,16.695,0.0,1.196,334.47,796.058,0.95
2014-12-22 13:00:00,303.7864240719,17.721,0.0,1.191,346.143,725.187,0.826
2014-12-22 14:00:00,247.4573258223,17.918,0.0,1.188,282.258,585.002,0.596
2014-12-22 15:00:00,155.3967996273,17.138,0.0,1.187,165.188,385.003,0.523
2014-12-22 16:00:00,56.6897443398,15.261,0.0,1.188,44.845,138.723,0.456
2014-12-22 17:00:00,3.5483974911,13.801,0.0,1.19,0.017,0.114,0.353
2014-12-22 18:00:00,0.0,13.237,0.0,1.193,0.0,0.0,0.42
2014-12-22 19:00:00,0.0,12.708,0.0,1.196,0.0,0.0,0.461
2014-12-22 20:00:00,0.0,12.047,0.0,1.198,0.0,0.0,0.424
2014-12-22 21:00:00,0.0,10.955,0.0,1.2,0.0,0.0,0.375
2014-12-22 22:00:00,0.0,10.082,0.0,1.203,0.0,0.0,0.275
2014-12-22 23:00:00,0.0,9.156,0.0,1.206,0.0,0.0,0.094
2014-12-23 00:00:00,0.0,8.45,0.0,1.208,0.0,0.0,0.028
2014-12-23 01:00:00,0.0,7.989,0.0,1.211,0.0,0.0,0.009
2014-12-23 02:00:00,0.0,7.578,0.0,1.213,0.0,0.0,0.005
2014-12-23 03:00:00,0.0,7.526,0.0,1.215,0.0,0.0,0.011
2014-12-23 04:00:00,0.0,7.501,0.0,1.218,0.0,0.0,0.074
2014-12-23 05:00:00,0.0,7.458,0.0,1.22,0.0,0.0,0.185
2014-12-23 06:00:00,0.0,7.347,0.0,1.222,0.0,0.0,0.304
2014-12-23 07:00:00,4.3366766751000005,7.476,0.0,1.224,29.276,115.371,0.369
2014-12-23 08:00:00,22.8155293377,8.683,0.0,1.226,124.961,364.172,0.388
2014-12-23 09:00:00,40.542704868600005,10.316,0.0,1.224,234.125,569.121,0.376
2014-12-23 10:00:00,64.0994412564,12.249,0.0,1.218,322.831,715.29,0.376
2014-12-23 11:00:00,108.5007078045,14.727,0.0,1.206,338.991,792.766,0.363
2014-12-23 12:00:00,197.0981291664,17.123,0.0,1.195,342.759,796.082,0.357
2014-12-23 13:00:00,255.2055686631,18.432,0.0,1.188,303.498,725.386,0.335
2014-12-23 14:00:00,212.0946950232,18.343,0.0,1.187,226.222,585.053,0.209
2014-12-23 15:00:00,130.309831476,16.572,0.0,1.187,137.486,385.019,0.029
2014-12-23 16:00:00,47.79165656429999,14.292,0.0,1.188,34.723,138.786,0.009
2014-12-23 17:00:00,3.1572555894,12.633,0.0,1.191,0.014,0.116,0.0
2014-12-23 18:00:00,0.0,11.628,0.0,1.194,0.0,0.0,0.0
2014-12-23 19:00:00,0.0,10.783,0.0,1.197,0.0,0.0,0.0
2014-12-23 20:00:00,0.0,10.046,0.0,1.2,0.0,0.0,0.0
2014-12-23 21:00:00,0.0,9.394,0.0,1.203,0.0,0.0,0.0
2014-12-23 22:00:00,0.0,8.831,0.0,1.206,0.0,0.0,0.001
2014-12-23 23:00:00,0.0,8.171,0.0,1.209,0.0,0.0,0.037
2014-12-24 00:00:00,0.0,7.542,0.0,1.212,0.0,0.0,0.026
2014-12-24 01:00:00,0.0,7.063,0.0,1.215,0.0,0.0,0.01
2014-12-24 02:00:00,0.0,6.749,0.0,1.217,0.0,0.0,0.001
2014-12-24 03:00:00,0.0,6.539,0.0,1.219,0.0,0.0,0.011
2014-12-24 04:00:00,0.0,6.385,0.0,1.221,0.0,0.0,0.137
2014-12-24 05:00:00,0.0,6.306,0.0,1.223,0.0,0.0,0.089
2014-12-24 06:00:00,0.0,6.122,0.0,1.226,0.0,0.0,0.042
2014-12-24 07:00:00,5.357699661600001,6.166,0.0,1.229,42.05,115.52,0.082
2014-12-24 08:00:00,30.288605292000003,8.64,0.0,1.23,188.315,364.42,0.195
2014-12-24 09:00:00,60.1115466699,11.071,0.0,1.226,342.41,569.371,0.585
2014-12-24 10:00:00,100.8308838537,14.155,0.0,1.215,441.075,715.54,0.92
2014-12-24 11:00:00,132.3924930108,17.898,0.0,1.198,435.926,793.016,0.934
2014-12-24 12:00:00,244.7743243968,19.899,0.0,1.188,437.514,796.332,0.933
2014-12-24 13:00:00,292.3126174881,20.591,0.0,1.184,409.863,725.636,0.922
2014-12-24 14:00:00,236.1610902717,20.442,0.0,1.182,298.889,585.303,0.764
2014-12-24 15:00:00,140.8059996354,18.844,0.0,1.182,171.623,385.269,0.431
2014-12-24 16:00:00,47.1232582029,16.48,0.0,1.183,45.585,138.973,0.104
2014-12-24 17:00:00,1.8430726050000004,14.63,0.0,1.187,0.017,0.119,0.096
2014-12-24 18:00:00,0.0,13.389,0.0,1.191,0.0,0.0,0.046
2014-12-24 19:00:00,0.0,12.146,0.0,1.195,0.0,0.0,0.03
2014-12-24 20:00:00,0.0,11.304,0.0,1.198,0.0,0.0,0.019
2014-12-24 21:00:00,0.0,10.72,0.0,1.201,0.0,0.0,0.0
2014-12-24 22:00:00,0.0,10.141,0.0,1.203,0.0,0.0,0.0
2014-12-24 23:00:00,0.0,9.575,0.0,1.205,0.0,0.0,0.0
2014-12-25 00:00:00,0.0,9.131,0.0,1.206,0.0,0.0,0.0
2014-12-25 01:00:00,0.0,8.755,0.0,1.207,0.0,0.0,0.0
2014-12-25 02:00:00,0.0,8.065,0.0,1.209,0.0,0.0,0.0
2014-12-25 03:00:00,0.0,7.076,0.0,1.212,0.0,0.0,0.0
2014-12-25 04:00:00,0.0,6.142,0.0,1.215,0.0,0.0,0.0
2014-12-25 05:00:00,0.0114109775999999,5.394,0.0,1.218,0.0,0.0,0.0
2014-12-25 06:00:00,0.0,4.818,0.0,1.222,0.0,0.0,0.0
2014-12-25 07:00:00,5.754752110800001,5.266,0.0,1.226,44.964,115.743,0.0
2014-12-25 08:00:00,32.68468342260001,9.262,0.0,1.227,198.734,364.687,0.0
2014-12-25 09:00:00,70.62867688140001,11.973,0.0,1.221,360.45,569.642,0.0
2014-12-25 10:00:00,110.7096868053,15.698,0.0,1.206,484.913,716.007,0.0
2014-12-25 11:00:00,271.1584294155,19.483,0.0,1.189,516.664,793.516,0.0
2014-12-25 12:00:00,319.54446217980006,20.688,0.0,1.183,521.755,796.832,0.0
2014-12-25 13:00:00,306.7321810509,21.091,0.0,1.18,464.716,726.136,0.0
2014-12-25 14:00:00,247.1918059512,20.718,0.0,1.179,329.536,585.803,0.0
2014-12-25 15:00:00,155.3987160495,18.797,0.0,1.18,185.761,385.643,0.0
2014-12-25 16:00:00,58.9282789095,15.477,0.0,1.182,48.067,139.286,0.001
2014-12-25 17:00:00,4.310991521100001,13.96,0.0,1.185,0.02,0.124,0.001
2014-12-25 18:00:00,0.0,13.225,0.0,1.189,0.0,0.0,0.0
2014-12-25 19:00:00,0.0,12.498,0.0,1.193,0.0,0.0,0.0
2014-12-25 20:00:00,0.0,11.716,0.0,1.196,0.0,0.0,0.0
2014-12-25 21:00:00,0.0,10.581,0.0,1.198,0.0,0.0,0.0
2014-12-25 22:00:00,0.0,9.433,0.0,1.2,0.0,0.0,0.0
2014-12-25 23:00:00,0.0,8.533,0.0,1.203,0.0,0.0,0.0
2014-12-26 00:00:00,0.0,8.028,0.0,1.205,0.0,0.0,0.0
2014-12-26 01:00:00,0.0,7.797,0.0,1.208,0.0,0.0,0.0
2014-12-26 02:00:00,0.0,7.541,0.0,1.211,0.0,0.0,0.0
2014-12-26 03:00:00,0.0,7.275,0.0,1.213,0.0,0.0,0.0
2014-12-26 04:00:00,0.0,7.055,0.0,1.215,0.0,0.0,0.0
2014-12-26 05:00:00,0.0,6.868,0.0,1.218,0.0,0.0,0.0
2014-12-26 06:00:00,0.0,6.573,0.0,1.22,0.0,0.0,0.0
2014-12-26 07:00:00,5.45996286,7.299,0.0,1.223,46.841,116.111,0.0
2014-12-26 08:00:00,32.2013035476,10.531,0.0,1.222,203.236,365.172,0.0
2014-12-26 09:00:00,76.10548504680001,13.459,0.0,1.214,364.199,570.145,0.0
2014-12-26 10:00:00,138.14694205290004,17.295,0.0,1.199,488.053,716.51,0.0
2014-12-26 11:00:00,235.0703144394,21.472,0.0,1.181,526.27,794.016,0.0
2014-12-26 12:00:00,340.1303046372,22.626,0.0,1.175,529.182,797.528,0.0
2014-12-26 13:00:00,328.87306661220003,22.981,0.0,1.172,469.618,726.636,0.0
2014-12-26 14:00:00,267.295947336,22.41,0.0,1.17,296.665,586.303,0.0
2014-12-26 15:00:00,175.75143638580002,19.721,0.0,1.17,164.642,386.143,0.0
2014-12-26 16:00:00,71.3415772278,15.52,0.0,1.173,42.374,139.723,0.0
2014-12-26 17:00:00,4.655465199,12.985,0.0,1.177,0.019,0.132,0.0
2014-12-26 18:00:00,0.0,12.003,0.0,1.182,0.0,0.0,0.0
2014-12-26 19:00:00,0.0,11.087,0.0,1.186,0.0,0.0,0.0
2014-12-26 20:00:00,0.0,10.201,0.0,1.19,0.0,0.0,0.0
2014-12-26 21:00:00,0.0,9.34,0.0,1.194,0.0,0.0,0.0
2014-12-26 22:00:00,0.0,8.494,0.0,1.198,0.0,0.0,0.0
2014-12-26 23:00:00,0.0,7.711,0.0,1.203,0.0,0.0,0.0
2014-12-27 00:00:00,0.0,7.003,0.0,1.207,0.0,0.0,0.0
2014-12-27 01:00:00,0.0,6.334,0.0,1.212,0.0,0.0,0.0
2014-12-27 02:00:00,0.0,5.521,0.0,1.217,0.0,0.0,0.0
2014-12-27 03:00:00,0.0,4.53,0.0,1.222,0.0,0.0,0.0
2014-12-27 04:00:00,0.0,3.717,0.0,1.225,0.0,0.0,0.0
2014-12-27 05:00:00,0.0,3.676,0.0,1.228,0.0,0.0,0.0
2014-12-27 06:00:00,0.0,4.6,0.0,1.231,0.0,0.0,0.0
2014-12-27 07:00:00,16.0549512354,5.107,0.0,1.233,55.312,116.552,0.0
2014-12-27 08:00:00,124.4761768503,7.423,0.0,1.234,230.531,365.687,0.0
2014-12-27 09:00:00,250.118782254,10.264,0.0,1.226,401.755,570.871,0.0
2014-12-27 10:00:00,347.880991194,14.291,0.0,1.21,529.381,717.257,0.0
2014-12-27 11:00:00,404.2372006431,19.181,0.0,1.19,599.719,794.766,0.0
2014-12-27 12:00:00,408.0952047546,21.925,0.0,1.178,600.895,798.278,0.0
2014-12-27 13:00:00,373.21287958350007,22.837,0.0,1.173,535.697,727.386,0.0
2014-12-27 14:00:00,305.2715474952,22.574,0.0,1.171,383.298,587.023,0.0
2014-12-27 15:00:00,197.7668211222,20.75,0.0,1.172,220.799,386.768,0.0
2014-12-27 16:00:00,76.67074214910001,18.757,0.0,1.174,58.484,140.286,0.0
2014-12-27 17:00:00,4.9906613592,17.47,0.0,1.178,0.025,0.143,0.0
2014-12-27 18:00:00,0.0,16.21,0.0,1.182,0.0,0.0,0.0
2014-12-27 19:00:00,0.0,14.592,0.0,1.185,0.0,0.0,0.0
2014-12-27 20:00:00,0.0,13.247,0.0,1.19,0.0,0.0,0.0
2014-12-27 21:00:00,0.0,11.957,0.0,1.194,0.0,0.0,0.0
2014-12-27 22:00:00,0.0,11.035,0.0,1.199,0.0,0.0,0.0
2014-12-27 23:00:00,0.0,10.301,0.0,1.203,0.0,0.0,0.0
2014-12-28 00:00:00,0.0,9.682,0.0,1.207,0.0,0.0,0.0
2014-12-28 01:00:00,0.0,8.854,0.0,1.211,0.0,0.0,0.009
2014-12-28 02:00:00,0.0,8.628,0.0,1.214,0.0,0.0,0.081
2014-12-28 03:00:00,0.0,8.415,0.0,1.217,0.0,0.0,0.04
2014-12-28 04:00:00,0.0,7.898,0.0,1.221,0.0,0.0,0.023
2014-12-28 05:00:00,0.0,7.43,0.0,1.224,0.0,0.0,0.08
2014-12-28 06:00:00,0.0,6.892,0.0,1.227,0.0,0.0,0.166
2014-12-28 07:00:00,3.581129890800001,6.721,0.0,1.23,47.923,117.136,0.187
2014-12-28 08:00:00,23.491065222900005,8.407,0.0,1.231,209.675,366.422,0.125
2014-12-28 09:00:00,51.551032123800006,10.633,0.0,1.228,378.957,571.621,0.028
2014-12-28 10:00:00,106.0330318443,13.966,0.0,1.215,506.935,718.04,0.006
2014-12-28 11:00:00,162.239792814,18.42,0.0,1.196,552.655,795.516,0.001
2014-12-28 12:00:00,240.9266046924,20.016,0.0,1.189,558.342,799.079,0.0
2014-12-28 13:00:00,305.7837462306,20.504,0.0,1.185,500.074,728.187,0.0
2014-12-28 14:00:00,269.4528971838,20.126,0.0,1.184,347.407,587.803,0.0
2014-12-28 15:00:00,198.945429705,18.312,0.0,1.183,198.031,387.519,0.0
